Book_ID,Title,Author,ISBN,Edition,Publication_Year,Category_Name,Publisher_Name,Availability
274,On Light,Cory Kim,978-0-319-03689-1,4,2018,Philosophy,McGraw-Hill,Available
275,Shadow in Practice,Anthony Brown,978-0-405-59342-0,3,2019,Technology,Cambridge University Press,Available
276,In the Words of Karen Martinez,David Stephens,978-1-374-58438-9,3,2018,Biography,Springer,Available
277,Path in Practice,Gregory Jenkins,978-1-132-83483-1,4,2016,Technology,MIT Press,Available
278,The Path Handbook,David Alexander,978-0-07-044964-0,5,1992,Technology,McGraw-Hill,Available
279,The Power of Storm,Kathleen Roy,978-1-03-362680-1,3,2024,Self-Help,HarperCollins,Available
280,Little Storm,Susan Webster,978-1-930596-60-3,2,2007,Children,MIT Press,Borrowed
281,My First Dream,Donna Ritter,978-1-998426-73-7,5,2024,Children,Cambridge University Press,Available
282,Master Your Star,Angela Wright,978-1-960945-44-0,1,1986,Self-Help,MIT Press,Available
283,The Star Handbook,Keith Morris,978-0-7707-0705-7,5,2021,Technology,Pearson Education,Borrowed
284,River Goes to School,Destiny Bishop,978-0-7244-4723-7,1,1996,Children,Macmillan Publishers,Reserved
285,Path Every Day,Brian Johnson,978-1-08-304405-1,4,2023,Self-Help,McGraw-Hill,Borrowed
286,The Power of River,Jonathon Wilson,978-0-359-56164-3,4,1985,Self-Help,HarperCollins,Available
287,Lost Storm,Jason Pearson,978-1-902504-29-2,4,2002,History,Scholastic,Available
288,Principles of River,Priscilla Romero,978-0-690-26113-4,1,1987,Science,Penguin Random House,Available
289,Yolanda Mccoy: A Memoir,Kimberly Martinez,978-1-887543-94-1,5,1990,Biography,Oxford University Press,Borrowed
290,Becoming Ancient,Crystal Edwards,978-0-7651-5881-9,2,1991,Self-Help,Pearson Education,Available
291,Little Star,Jason Hudson,978-0-692-94455-4,4,1980,Children,Springer,Available
292,Mastering River,Johnny Keith,978-0-7021-6487-3,2,2003,Technology,Oxford University Press,Available
293,The Ocean Handbook,Michael Fritz,978-1-65268-341-4,3,2018,Technology,Cambridge University Press,Available
294,The Path Strategy,Ashley Bowen,978-1-76764-722-6,5,1991,Business,Chronicle Books,Available
295,On Path,Brittany Smith,978-1-65728-941-3,2,1999,Philosophy,HarperCollins,Reserved
296,The Rise of Dream,Kelly Romero,978-1-56522-036-2,5,1988,History,McGraw-Hill,Available
297,My First Mountain,Dustin Wilson,978-1-7324491-3-8,2,2011,Children,Hachette Book Group,Available
298,Shadow: A Chronicle,Nicole Johnson,978-0-07-053496-4,1,2011,History,Simon & Schuster,Available
299,Modern Fire,Brian Mccarthy,978-1-67412-415-5,4,2011,Technology,Simon & Schuster,Borrowed
300,Understanding Shadow,Christopher Rogers,978-0-506-18538-8,2,2014,Science,Hachette Book Group,Available
301,Ocean: A Chronicle,Aimee Taylor,978-0-347-27274-2,5,1987,History,Hachette Book Group,Borrowed
302,Master Your Shadow,Miranda Lewis,978-0-7893-2064-3,4,2014,Self-Help,Macmillan Publishers,Borrowed
303,Little Shadow,Joseph Best,978-0-477-69587-9,3,2002,Children,Chronicle Books,Available
304,The Science of Storm,Pamela Barnes,978-1-361-27515-3,5,2024,Science,Oxford University Press,Available
305,Leading with Mountain,Dr. John Jenkins,978-0-448-36085-0,2,1983,Business,McGraw-Hill,Borrowed
306,Evan Myers: A Memoir,James Gaines,978-1-350-47639-4,5,1997,Biography,Chronicle Books,Available
307,The Power of Dream,Walter Bishop,978-0-06-155810-8,3,2021,Self-Help,Simon & Schuster,Lost
308,Lost Dream,Joseph Heath,978-1-255-63830-9,2,2016,History,Pearson Education,Available
309,River and Meaning,James Washington,978-1-4033-0416-2,1,2005,Philosophy,Wiley,Borrowed
310,Thinking About Fire,Bradley Jones,978-0-08-921963-0,5,1980,Philosophy,Chronicle Books,Borrowed
311,Principles of River,Patrick Turner,978-0-14-976461-2,4,1993,Science,Cambridge University Press,Borrowed
312,The Path Handbook,Michael Hunter,978-0-7658-1739-6,5,1988,Technology,McGraw-Hill,Available
313,The Hidden Secret,Justin Day,978-0-11-823793-2,4,1981,Mystery,HarperCollins,Borrowed
314,The History of Storm,Sara Hodges,978-1-4645-2059-4,2,2021,History,Hachette Book Group,Available
315,Lost Path,Justin Burns,978-1-357-78811-7,1,2003,History,Pearson Education,Borrowed
316,Lost Dream,Joseph Martinez,978-1-106-72872-2,1,1986,History,Penguin Random House,Available
317,Storm in Practice,Jeffrey Phillips,978-1-959224-83-9,4,1980,Technology,Penguin Random House,Available
318,In the Words of Tiffany Watson,Kaitlyn Clark,978-0-287-05622-8,2,2004,Biography,HarperCollins,Borrowed
319,Mountain Explained,Christina Davis,978-1-109-79215-7,2,2021,Science,Pearson Education,Available
320,The History of Mountain,Corey Mitchell,978-1-59648-831-1,3,1993,History,Pearson Education,Available
321,River: A Chronicle,Justin Martinez,978-1-9994973-2-3,2,1987,History,McGraw-Hill,Reserved
322,My First Mountain,Lisa Thomas,978-0-510-28767-2,3,2021,Children,HarperCollins,Available
323,The Light Handbook,Jamie Cruz,978-1-4858-1932-5,5,2018,Technology,Wiley,Available
324,The Storm Handbook,Kristina Henry,978-0-86520-575-8,4,1987,Technology,Macmillan Publishers,Borrowed
325,The Secret Secret,Dr. Janet White PhD,978-0-7583-0945-7,3,1988,Mystery,Cambridge University Press,Borrowed
326,Leading with River,Lisa Johnson,978-1-60440-907-9,5,1984,Business,Penguin Random House,Available
327,On Ocean,Nicole Aguirre,978-1-09-222161-0,5,2006,Philosophy,Cambridge University Press,Available
328,Little River,Joshua Lucero,978-0-552-95806-6,1,2012,Children,Bloomsbury,Available
329,Path in Practice,Philip Hernandez,978-0-270-49386-3,5,2020,Technology,MIT Press,Reserved
330,Principles of Shadow,Donald Bell,978-1-919711-12-6,1,2007,Science,HarperCollins,Available
331,The Golden Secret,Pamela Kramer,978-1-71343-240-1,1,1988,Mystery,Springer,Borrowed
332,When Ocean Falls,Jennifer Conley,978-0-244-74175-4,3,1990,Fiction,Oxford University Press,Available
333,Lost Shadow,Mark Decker,978-1-289-36543-1,4,1997,History,Wiley,Borrowed
334,The Science of Fire,Debra Palmer,978-1-374-01827-3,3,1983,Science,Scholastic,Available
335,Leading with River,Kevin Johnson,978-1-02-675512-9,1,1994,Business,Springer,Available
336,The Power of Shadow,Alex Lamb,978-1-67345-957-9,3,2004,Self-Help,Bloomsbury,Available
337,The History of Dream,Pamela Santana,978-1-64969-028-9,3,1995,History,Cambridge University Press,Available
338,The Life of Eric Carlson,Kelly Lynn,978-0-501-42576-2,5,2023,Biography,Bloomsbury,Available
339,Broken River,Elizabeth Miller,978-0-613-28507-0,3,1999,Fiction,Oxford University Press,Available
340,The Science of Storm,Daniel Kennedy,978-1-316-25265-9,5,1999,Science,Springer,Available
341,Fire in Business,James Jones,978-0-392-35558-2,5,1995,Business,Simon & Schuster,Available
342,Ancient Ocean,Maria Taylor,978-0-346-15626-5,1,2001,Fiction,Penguin Random House,Reserved
343,Storm Goes to School,Mr. Troy White,978-0-7151-6025-1,2,2006,Children,Scholastic,Borrowed
344,The Last River,Matthew Santiago,978-0-464-19785-0,2,2013,Fiction,Cambridge University Press,Reserved
345,The Life of Michelle Richard,Ashley White,978-1-120-59438-9,2,2020,Biography,Chronicle Books,Available
346,The Adventures of Mountain,Douglas Martinez,978-1-5095-4654-1,3,1996,Children,Chronicle Books,Available
347,In the Words of Allison Adams,Jason Griffin,978-0-915086-32-0,3,1994,Biography,HarperCollins,Reserved
348,Mastering River,Jessica Hill,978-0-89701-550-9,4,2009,Technology,Oxford University Press,Available
349,Fire Goes to School,Janet Baird,978-1-4660-2416-8,4,1996,Children,Chronicle Books,Available
350,Shadow Explained,Lisa Ryan PhD,978-1-9736-4248-0,3,1989,Science,HarperCollins,Available
351,Modern Shadow,Denise Russell,978-1-244-79513-6,3,1996,Technology,Chronicle Books,Reserved
352,Ocean: A Chronicle,Monica Lynch,978-1-958678-05-3,5,1995,History,HarperCollins,Available
353,Murder at Millbrook,Patrick Clark,978-1-4609-1785-5,2,1988,Mystery,Macmillan Publishers,Available
354,The Adventures of Star,Paul Hayes,978-0-299-29596-7,1,1981,Children,HarperCollins,Available
355,Modern River,Patrick Fritz,978-0-691-16331-4,1,1982,Technology,Scholastic,Reserved
356,A Story of Fire,Morgan Morales,978-1-369-45515-1,4,2023,Fiction,Cambridge University Press,Available
357,The Rise of Light,Peter Mitchell,978-0-264-08572-2,2,1982,History,McGraw-Hill,Available
358,Dream in Business,Jason Lopez,978-0-299-81996-5,4,1983,Business,HarperCollins,Borrowed
359,Ocean and Meaning,Kaitlyn Davis,978-0-9688327-5-2,5,1981,Philosophy,Cambridge University Press,Available
360,In the Words of Cynthia Kennedy,Christina Anderson,978-0-397-73973-8,3,2004,Biography,Hachette Book Group,Available
361,The Rise of Light,Larry Rivera,978-0-7100-6876-7,4,2013,History,Oxford University Press,Available
362,Leading with Storm,Barbara Frank,978-1-70460-568-5,2,1997,Business,Wiley,Lost
363,The Last Dream,Ryan Chang,978-0-565-23734-9,2,1991,Fiction,Macmillan Publishers,Borrowed
364,Shadow in Business,Katherine Sanchez,978-1-4757-4949-6,3,2016,Business,McGraw-Hill,Available
365,The Rise of Ocean,Spencer Elliott,978-1-294-77422-8,2,2011,History,Penguin Random House,Available
366,Understanding Ocean,Alyssa Lewis,978-0-904588-67-5,1,2001,Science,Bloomsbury,Available
367,Leading with Mountain,Samuel Edwards,978-1-72872-760-8,1,1981,Business,Simon & Schuster,Available
368,Leading with Ocean,Chris Franklin,978-0-577-90833-6,1,2003,Business,Springer,Borrowed
369,Path Goes to School,Katie Nelson,978-0-7983-3423-5,2,2007,Children,MIT Press,Borrowed
370,Murder at Westgate,Deborah Ramirez,978-0-284-03339-0,2,2022,Mystery,McGraw-Hill,Borrowed
371,Lost Mountain,Amber Tyler,978-0-7171-7318-1,1,2024,History,McGraw-Hill,Available
372,The Adventures of Star,Jeffrey Stein,978-0-9970469-4-6,5,1994,Children,Pearson Education,Borrowed
373,The Art of Path,Elizabeth Camacho,978-1-4884-7127-8,1,1995,Business,Oxford University Press,Available
374,The Life of Steven Hicks,Christopher Hodges DDS,978-1-58231-334-4,3,1993,Biography,Macmillan Publishers,Available
375,The Science of Shadow,Eric Lynch,978-1-236-22925-0,4,2006,Science,Simon & Schuster,Available
376,My First Ocean,Penny Adams,978-1-4524-5557-0,1,2010,Children,MIT Press,Available
377,Leading with Fire,Todd Brown,978-1-274-03344-4,1,1998,Business,Penguin Random House,Borrowed
378,The Life of Allison Simmons,Justin Stevenson,978-1-4113-2579-1,4,1990,Biography,Springer,Available
379,The Science of Star,Melissa Stout,978-0-499-60105-6,4,1981,Science,Cambridge University Press,Available
380,Shadow: A Chronicle,Chad Brady,978-1-229-49381-1,3,1993,History,Macmillan Publishers,Borrowed
381,Light Goes to School,Kristin Roth,978-0-15-573257-5,1,1983,Children,Cambridge University Press,Borrowed
382,The Art of Shadow,Deanna Munoz,978-0-16-667080-4,1,2007,Business,HarperCollins,Available
383,River and Meaning,Andrew Gordon,978-1-4951-1918-7,2,1990,Philosophy,Pearson Education,Borrowed
384,Light and Meaning,Anita Nielsen,978-0-647-72512-2,4,2011,Philosophy,Bloomsbury,Reserved
385,Path and Meaning,Samantha Reynolds,978-1-940960-03-6,3,1991,Philosophy,Scholastic,Available
386,A Story of Storm,Patricia Patel,978-1-923234-21-5,5,1983,Fiction,Simon & Schuster,Available
387,Dream Explained,Kimberly Blevins,978-1-333-42643-9,2,2015,Science,Penguin Random House,Available
388,My First Fire,Steven Gonzales,978-0-7360-7763-7,2,2010,Children,Hachette Book Group,Borrowed
389,The Science of Star,Christopher Gentry,978-0-317-95563-7,5,2023,Science,McGraw-Hill,Available
390,Mountain: A Chronicle,Jordan Duffy,978-0-666-15541-2,2,1988,History,Penguin Random House,Available
391,My First Mountain,Mrs. Maria Price DDS,978-1-02-329028-9,3,2000,Children,Bloomsbury,Available
392,Principles of Path,Robert Cline,978-1-962622-82-0,5,2009,Science,Bloomsbury,Available
393,A Story of Dream,Ashley Martin,978-0-465-49500-9,2,2016,Fiction,McGraw-Hill,Borrowed
394,The Star Strategy,Susan Williams,978-0-210-53161-7,3,2014,Business,Bloomsbury,Borrowed
395,Finding John Lucero,Kimberly Taylor,978-1-77425-859-0,5,2010,Biography,Penguin Random House,Borrowed
396,The Rise of Star,Laura Martinez,978-0-311-64913-6,4,1982,History,Cambridge University Press,Available
397,The Life of Cody Hopkins,William Barnett,978-0-565-29060-3,1,2001,Biography,Chronicle Books,Borrowed
398,Storm and Meaning,Sara Young,978-1-09-775396-3,3,2008,Philosophy,MIT Press,Available
399,In the Words of Daniel Howell,Autumn Ramirez,978-1-245-78715-4,4,1993,Biography,Bloomsbury,Available
400,Ocean Goes to School,Alexander Daniels,978-0-7118-4254-0,1,1999,Children,Springer,Borrowed
401,The Power of Storm,Valerie White,978-0-303-58929-7,1,1995,Self-Help,Penguin Random House,Available
402,The Case of the Ancient Light,David Valentine,978-1-212-93289-1,4,2012,Mystery,Cambridge University Press,Available
403,Understanding Fire,Jennifer Price,978-1-75240-148-2,4,1991,Science,Chronicle Books,Borrowed
404,The Case of the Dark Mountain,Andrea Fischer,978-0-7236-2669-5,1,1998,Mystery,Penguin Random House,Borrowed
405,Little Storm,Desiree Stafford,978-0-372-45018-4,2,1997,Children,Pearson Education,Available
406,The Adventures of Mountain,Matthew Evans,978-1-215-40641-2,2,2018,Children,MIT Press,Available
407,When Dream Falls,Sharon Freeman,978-0-8119-9537-5,3,2009,Fiction,Hachette Book Group,Available
408,Modern River,Sharon Ramirez,978-1-85645-101-7,5,2022,Technology,Chronicle Books,Available
409,Finding Karla Willis,Jeffrey Baker,978-1-9860-9191-6,1,2001,Biography,Hachette Book Group,Available
410,Finding Autumn Gallagher,Michael Mckee,978-1-05-779806-5,5,1995,Biography,Bloomsbury,Borrowed
411,A Story of Mountain,Allison Bradley,978-1-146-07455-1,1,2021,Fiction,Scholastic,Borrowed
412,Dream and Meaning,Erika Lyons,978-0-388-56527-8,1,2017,Philosophy,Springer,Available
413,Ocean in Business,Sara Perez,978-0-16-597263-3,4,2022,Business,Oxford University Press,Borrowed
414,Mountain Every Day,Stephanie Fischer,978-1-01-394884-8,1,2010,Self-Help,Simon & Schuster,Available
415,The Philosophy of River,Christina Davis,978-1-258-56261-8,3,1994,Philosophy,Springer,Borrowed
416,Thinking About Light,Lisa Arellano,978-0-7038-2407-3,3,2009,Philosophy,Chronicle Books,Available
417,The Science of Storm,Jessica Cain,978-0-430-97768-4,1,2023,Science,Cambridge University Press,Available
418,The Power of Mountain,Lauren Burton,978-1-5465-5358-8,3,2006,Self-Help,McGraw-Hill,Available
419,Murder at Westgate,Victoria Wright,978-0-87851-935-4,2,2000,Mystery,Pearson Education,Available
420,When Mountain Falls,Mrs. Laura Brown,978-1-961208-78-0,2,2011,Fiction,MIT Press,Available
421,Principles of Dream,Amy Gomez,978-1-09-762637-3,4,2004,Science,Penguin Random House,Available
422,When Path Falls,Robert Romero,978-0-89509-059-1,2,1981,Fiction,Pearson Education,Available
423,The Last Path,Monica Oconnor,978-0-207-15116-3,2,1986,Fiction,Cambridge University Press,Borrowed
424,Shadow Every Day,Michael Taylor,978-0-14-526471-0,3,2009,Self-Help,Springer,Borrowed
425,Master Your Mountain,Miss Gina Walton,978-0-908051-20-5,4,2002,Self-Help,MIT Press,Borrowed
426,Modern Storm,Alexander Stein,978-0-239-72835-7,2,1993,Technology,Springer,Available
427,The Last Path,Christopher Alexander,978-0-7090-8144-9,1,2004,Fiction,Bloomsbury,Borrowed
428,On Shadow,Brett Lee,978-1-78671-815-0,1,2021,Philosophy,Chronicle Books,Borrowed
429,Broken Fire,Robert Williams Jr.,978-0-8158-9988-4,1,2015,Fiction,Hachette Book Group,Available
430,Murder at Stonehaven,Jerome Gonzalez,978-1-66170-715-6,1,2022,Mystery,Wiley,Borrowed
431,The Philosophy of River,Patricia Townsend DDS,978-0-14-998250-4,5,1987,Philosophy,Hachette Book Group,Borrowed
432,Principles of Star,Victor Williams,978-0-85031-723-7,3,2013,Science,Macmillan Publishers,Borrowed
433,Finding Angel Harris,Martin Smith,978-0-14-035263-4,4,1993,Biography,Springer,Borrowed
434,The Hidden Secret,David Barnett,978-1-346-06664-6,5,2022,Mystery,Scholastic,Available
435,The History of Light,Adam Schwartz,978-1-231-11271-7,2,2009,History,Hachette Book Group,Reserved
436,On Shadow,Michael Arias,978-1-84494-116-2,3,2023,Philosophy,Oxford University Press,Available
437,The Adventures of Shadow,Kathleen Martinez,978-1-71130-621-6,2,2001,Children,Oxford University Press,Borrowed
438,The Case of the Lost Path,Jessica Thomas,978-0-350-90254-4,2,1987,Mystery,Cambridge University Press,Reserved
439,Fire Goes to School,Jeanne Hernandez,978-0-323-57071-8,2,1987,Children,Simon & Schuster,Reserved
440,The Last Dream,Joshua Stewart,978-0-688-09255-9,4,2016,Fiction,Pearson Education,Lost
441,Missing Star,Aaron Brown,978-0-309-81079-1,2,2010,Mystery,Bloomsbury,Available
442,Missing Shadow,Paul Vega,978-1-77278-532-6,3,2021,Mystery,Oxford University Press,Available
443,The Last Ocean,David Martin,978-1-4207-6836-7,5,1986,Fiction,Cambridge University Press,Borrowed
444,Modern Ocean,Stephen Murray,978-1-67555-628-3,1,1980,Technology,Pearson Education,Available
445,Mountain: A Chronicle,Shane Hopkins,978-1-86543-627-2,4,2000,History,Macmillan Publishers,Available
446,The Life of Matthew Evans,Patricia Hanson,978-0-358-26862-8,4,2005,Biography,Chronicle Books,Reserved
447,Modern Fire,Carrie Terrell,978-1-932657-32-6,4,2008,Technology,Oxford University Press,Available
448,The Science of Dream,Kerry Fuller,978-0-11-000515-7,1,2015,Science,Wiley,Lost
449,When Ocean Falls,Elizabeth Jones,978-1-75244-182-2,4,2001,Fiction,Oxford University Press,Borrowed
450,A Story of Ocean,Lisa Moore,978-1-312-71026-9,5,2010,Fiction,Springer,Borrowed
451,The Life of John Wang,Victoria Cox,978-0-7079-5515-5,3,2002,Biography,Chronicle Books,Borrowed
452,Thinking About Shadow,Chase Haney,978-1-4159-7099-7,4,1988,Philosophy,Chronicle Books,Available
453,Little River,Douglas Meyer,978-1-5203-4476-8,2,2009,Children,Chronicle Books,Available
454,Mastering Shadow,Mary Cook,978-0-909046-37-8,5,1987,Technology,MIT Press,Borrowed
455,Murder at Riverdale,Gabriela Pratt,978-1-5254-8374-5,1,2015,Mystery,Bloomsbury,Available
456,My First Mountain,Melvin Flores,978-0-213-12512-7,5,1991,Children,Springer,Borrowed
457,Lost Dream,Nathaniel Doyle,978-0-297-51910-2,5,2024,History,MIT Press,Available
458,The Fire Handbook,Brandon Bean,978-1-330-16583-6,2,2006,Technology,McGraw-Hill,Available
459,Master Your Storm,Charlotte Roberts,978-1-280-12342-9,2,2019,Self-Help,Springer,Available
460,The Philosophy of Ocean,Philip Lopez,978-0-269-49684-4,3,1987,Philosophy,MIT Press,Borrowed
461,In the Words of David Cooper,Adam Zamora,978-1-210-17509-2,1,2013,Biography,HarperCollins,Available
462,Hidden Storm,Jill Rowland,978-1-959194-57-6,2,1998,Fiction,Pearson Education,Available
463,On Storm,John Gardner,978-0-920567-75-3,1,2002,Philosophy,Chronicle Books,Available
464,Murder at Ashford,Steven Hayes,978-1-60256-265-3,5,2024,Mystery,Hachette Book Group,Available
465,A Story of Path,Kevin White,978-0-672-45307-6,1,1980,Fiction,Springer,Reserved
466,Path and Meaning,Crystal Tucker,978-1-62705-115-6,5,2018,Philosophy,Macmillan Publishers,Available
467,Mountain in Practice,Kathleen Robinson,978-0-425-49691-6,5,1987,Technology,Cambridge University Press,Available
468,When Mountain Falls,Michael Anderson,978-0-07-563353-2,3,1980,Fiction,Oxford University Press,Available
469,Murder at Westgate,Karen Ramirez,978-1-325-93993-0,5,1983,Mystery,MIT Press,Borrowed
470,Star in Business,Emily Gilmore,978-0-9518779-4-4,3,1984,Business,MIT Press,Borrowed
471,James Lee: A Memoir,Michelle Cox,978-1-330-55978-9,2,2006,Biography,Wiley,Available
472,Master Your Storm,Miss Kimberly Holloway,978-0-403-88436-0,3,2001,Self-Help,Oxford University Press,Available
473,Shadow and Meaning,Charles Johnson,978-0-572-76829-4,3,2008,Philosophy,Macmillan Publishers,Available
474,Leading with Path,Craig Obrien,978-0-925010-58-2,1,2004,Business,Hachette Book Group,Reserved
475,The Power of Path,Alexander Hamilton,978-1-259-04599-8,5,2008,Self-Help,Scholastic,Borrowed
476,The Last Ocean,Kathleen Mcintosh,978-0-18-231555-0,1,1990,Fiction,MIT Press,Available
477,The Power of Storm,Antonio Butler,978-0-8137-2143-9,4,1986,Self-Help,Macmillan Publishers,Available
478,Becoming Lost,Ryan Perez,978-0-332-28556-6,4,2001,Self-Help,Penguin Random House,Borrowed
479,Understanding Ocean,Katherine Caldwell,978-0-03-903397-2,5,1994,Science,Bloomsbury,Available
480,Dream and Meaning,Steven Martin,978-0-8094-4858-6,1,2004,Philosophy,Pearson Education,Available
481,The Science of Shadow,Craig Hurst,978-0-470-79863-8,1,2002,Science,Bloomsbury,Available
482,Master Your River,Shelly Gonzalez,978-0-945703-94-5,4,2004,Self-Help,Cambridge University Press,Available
483,The Last Dream,Shannon Clark,978-1-76927-789-6,3,2020,Fiction,Simon & Schuster,Available
484,Thinking About Ocean,Luis Wilkerson,978-0-04-047692-8,2,1987,Philosophy,Penguin Random House,Borrowed
485,A Story of Ocean,Natalie Watson,978-1-04-014247-9,3,1993,Fiction,Springer,Available
486,Stacy Mcbride: A Memoir,Thomas Garner,978-1-201-13798-6,5,1996,Biography,Macmillan Publishers,Available
487,The Science of Fire,Michael Lewis,978-1-00-767620-7,5,1984,Science,Hachette Book Group,Available
488,Understanding Fire,Diana Campbell,978-0-404-33700-1,3,1988,Science,Pearson Education,Available
489,Mastering Path,Katherine Hall,978-1-5195-7782-5,4,2001,Technology,McGraw-Hill,Available
490,The Philosophy of Star,Erica Fowler,978-0-9657542-7-9,3,2007,Philosophy,Simon & Schuster,Borrowed
491,The Last Light,David Taylor,978-1-78205-829-8,2,2023,Fiction,Springer,Available
492,In the Words of Mark Garner,Laura Rowland,978-1-161-88081-6,4,2015,Biography,HarperCollins,Borrowed
493,The History of Mountain,Nancy Sutton,978-1-155-86863-9,2,1996,History,Springer,Borrowed
494,The Science of Shadow,Courtney Schneider MD,978-0-8172-1436-4,5,2005,Science,MIT Press,Borrowed
495,The Light Strategy,Cheryl Smith,978-0-321-14716-5,5,2010,Business,Pearson Education,Available
496,The Rise of Light,Grace Brooks,978-1-997990-70-3,4,2012,History,Wiley,Available
497,The Science of Star,Patricia Henderson,978-1-06-071748-0,2,2012,Science,Simon & Schuster,Available
498,Murder at Millbrook,Anna James,978-0-9705487-3-3,2,2011,Mystery,Macmillan Publishers,Available
499,Understanding Storm,Megan Johnson,978-0-8274-9680-4,3,2004,Science,Scholastic,Available
500,The Dark Secret,Jesse Nash,978-1-956121-37-7,5,2020,Mystery,Chronicle Books,Borrowed
